"gas_day","region_code","gas_cons_mcm","rec_added"
2023-01-17,FR,207.47,2023-04-28 18:24:01.366 +0300
2023-01-17,AT,36.88,2023-01-28 18:10:09.192 +0300
2023-01-17,CZ,27.5942858,2023-01-18 20:19:07.000 +0300
2023-01-16,CZ,35.8485714,2023-10-20 03:00:59.000 +0300
2023-01-16,FR,188.05,2023-04-27 18:10:27.919 +0300
2023-01-16,AT,31.77,2023-01-27 18:10:10.158 +0300
2023-01-15,CZ,23.6966667,2023-10-20 03:00:59.000 +0300
2023-01-15,FR,143.15,2023-04-26 18:10:20.987 +0300
2023-01-15,AT,27.90,2023-01-26 18:10:08.948 +0300
2023-01-14,CZ,24.3266667,2023-10-20 03:00:59.000 +0300
2023-01-14,FR,126.55,2023-04-25 18:11:39.304 +0300
2023-01-14,AT,25.97,2023-01-25 18:10:09.173 +0300
2023-01-13,FR,140.32,2023-04-24 18:10:38.266 +0300
2023-01-13,AT,33.85,2023-01-24 18:10:12.053 +0300
2023-01-13,CZ,24.2223809,2023-01-14 20:18:35.000 +0300
2023-01-12,FR,140.62,2023-04-23 18:10:54.813 +0300
2023-01-12,AT,28.11,2023-01-23 18:10:09.885 +0300
2023-01-12,CZ,26.1566667,2023-01-13 20:19:04.000 +0300
2023-01-11,FR,142.65,2023-04-22 18:10:26.463 +0300
2023-01-11,AT,25.90,2023-01-22 18:10:13.102 +0300
2023-01-11,CZ,28.9228571,2023-01-12 20:21:25.000 +0300
2023-01-10,CZ,28.2585714,2023-10-20 03:00:59.000 +0300
2023-01-10,FR,154.67,2023-04-21 18:10:54.376 +0300
2023-01-10,AT,31.52,2023-01-21 18:11:53.888 +0300
2023-01-09,FR,161.08,2023-04-20 18:10:26.440 +0300
2023-01-09,AT,32.39,2023-01-20 18:11:54.401 +0300
2023-01-09,CZ,25.2023809,2023-01-10 20:22:17.000 +0300
2023-01-08,CZ,22.3809523,2023-10-20 03:00:59.000 +0300
2023-01-08,FR,125.01,2023-04-19 18:10:59.869 +0300
2023-01-08,AT,32.37,2023-01-19 18:11:58.924 +0300
2023-01-07,CZ,21.5866667,2023-10-20 03:00:59.000 +0300
2023-01-07,FR,118.21,2023-04-18 18:21:31.450 +0300
2023-01-07,AT,29.26,2023-01-18 18:11:48.053 +0300
2023-01-06,CZ,23.6385715,2023-10-20 03:00:59.000 +0300
2023-01-06,FR,128.57,2023-04-16 18:16:54.664 +0300
2023-01-06,AT,28.47,2023-01-17 18:11:59.654 +0300
2023-01-05,FR,134.15,2023-04-16 18:16:54.664 +0300
2023-01-05,AT,24.19,2023-01-16 18:11:54.032 +0300
2023-01-05,CZ,20.2004762,2023-01-10 12:22:28.000 +0300
2023-01-04,FR,132.68,2023-04-15 18:10:59.521 +0300
2023-01-04,AT,31.15,2023-01-15 18:11:48.189 +0300
2023-01-04,CZ,27.7590476,2023-01-05 20:18:59.000 +0300
2023-01-03,CZ,18.9238095,2023-10-20 03:00:59.000 +0300
2023-01-03,FR,148.10,2023-04-14 18:11:06.101 +0300
2023-01-03,AT,28.14,2023-01-14 18:11:42.768 +0300
2023-01-02,FR,124.92,2023-04-13 18:16:31.246 +0300
2023-01-02,AT,25.84,2023-01-13 18:11:44.907 +0300
2023-01-02,CZ,20.3647619,2023-01-10 12:22:28.000 +0300
2023-01-01,CZ,24.8385714,2023-10-20 03:00:59.000 +0300
2023-01-01,FR,95.50,2023-04-12 18:10:34.468 +0300
2023-01-01,AT,20.72,2023-01-12 18:10:08.495 +0300
2022-12-31,CZ,19.2461904,2023-09-12 02:58:16.000 +0300
2022-12-31,FR,93.01,2023-04-11 18:10:38.921 +0300
2022-12-31,AT,17.38,2023-01-11 18:10:09.003 +0300
2022-12-30,FR,114.69,2023-04-10 18:10:35.702 +0300
2022-12-30,CZ,19.9466667,2022-12-31 20:21:38.000 +0300
2022-12-30,AT,25.26,2022-12-31 18:11:54.777 +0300
2022-12-29,FR,121.85,2023-04-09 18:10:34.193 +0300
2022-12-29,AT,31.53,2022-12-31 18:11:45.510 +0300
2022-12-29,CZ,24.8528572,2022-12-30 20:18:34.000 +0300
2022-12-28,FR,123.89,2023-04-08 18:10:23.768 +0300
2022-12-28,AT,25.63,2022-12-31 18:11:36.208 +0300
2022-12-28,CZ,23.7057143,2022-12-29 20:18:52.000 +0300
2022-12-27,FR,131.41,2023-04-07 18:10:36.435 +0300
2022-12-27,AT,21.17,2022-12-31 18:11:26.118 +0300
2022-12-27,CZ,20.4628572,2022-12-28 20:18:35.000 +0300
2022-12-26,FR,118.16,2023-04-06 18:15:56.773 +0300
2022-12-26,AT,17.99,2022-12-31 18:11:13.426 +0300
2022-12-26,CZ,18.2414286,2022-12-27 20:19:10.000 +0300
2022-12-25,FR,99.41,2023-04-05 18:10:37.813 +0300
2022-12-25,AT,18.58,2022-12-31 18:11:02.381 +0300
2022-12-25,CZ,23.9833334,2022-12-26 20:21:41.000 +0300
2022-12-24,FR,100.91,2023-04-04 18:10:31.738 +0300
2022-12-24,AT,16.56,2022-12-31 18:10:53.236 +0300
2022-12-24,CZ,21.3266667,2022-12-25 20:21:44.000 +0300
2022-12-23,FR,113.34,2023-04-03 18:16:11.585 +0300
2022-12-23,AT,33.99,2022-12-31 18:10:43.644 +0300
2022-12-23,CZ,27.7695238,2022-12-24 20:21:04.000 +0300
2022-12-22,FR,130.58,2023-04-02 18:10:21.249 +0300
2022-12-22,AT,35.77,2022-12-31 18:10:31.217 +0300
2022-12-22,CZ,26.8380952,2022-12-23 20:21:39.000 +0300
2022-12-21,FR,143.03,2023-04-01 18:11:05.687 +0300
2022-12-21,AT,35.76,2022-12-31 18:10:21.029 +0300
2022-12-21,CZ,32.4171429,2022-12-22 20:21:07.000 +0300
2022-12-20,FR,151.26,2023-03-31 18:10:28.772 +0300
2022-12-20,AT,39.10,2022-12-31 18:10:10.574 +0300
2022-12-20,CZ,39.1190476,2022-12-21 20:18:35.000 +0300
2022-12-19,CZ,27.4780952,2023-09-12 02:58:16.000 +0300
2022-12-19,FR,168.28,2023-03-30 18:10:26.931 +0300
2022-12-19,AT,39.20,2022-12-30 18:11:49.361 +0300
2022-12-18,FR,205.80,2023-03-29 18:10:50.614 +0300
2022-12-18,AT,35.51,2022-12-29 18:11:49.362 +0300
2022-12-18,CZ,35.1171428,2022-12-19 20:18:25.000 +0300
2022-12-17,FR,233.41,2023-03-28 18:23:37.862 +0300
2022-12-17,AT,40.88,2022-12-28 18:11:31.117 +0300
2022-12-17,CZ,38.4861905,2022-12-18 20:18:52.000 +0300
2022-12-16,FR,240.95,2023-03-27 18:11:05.233 +0300
2022-12-16,AT,38.03,2022-12-27 18:11:37.313 +0300
2022-12-16,CZ,39.5338096,2022-12-17 20:19:14.000 +0300
2022-12-15,FR,237.14,2023-03-26 18:10:27.675 +0300
2022-12-15,AT,37.49,2022-12-26 18:10:10.282 +0300
2022-12-15,CZ,44.4552381,2022-12-16 20:18:49.000 +0300
2022-12-14,CZ,47.3385714,2023-09-12 02:58:16.000 +0300
2022-12-14,FR,233.71,2023-03-25 18:10:38.751 +0300
2022-12-14,AT,35.42,2022-12-25 18:10:10.369 +0300
2022-12-13,FR,250.20,2023-03-24 18:17:57.119 +0300
2022-12-13,AT,37.75,2022-12-24 18:10:09.904 +0300
2022-12-13,CZ,44.9661904,2022-12-14 20:19:15.000 +0300
2022-12-12,CZ,38.3523809,2023-09-12 02:58:16.000 +0300
2022-12-12,FR,254.68,2023-03-23 18:19:29.239 +0300
2022-12-12,AT,39.91,2022-12-23 18:10:18.825 +0300
2022-12-11,FR,227.74,2023-03-22 18:20:53.595 +0300
2022-12-11,AT,36.97,2022-12-22 18:10:09.951 +0300
2022-12-11,CZ,33.0680952,2022-12-12 20:22:25.000 +0300
2022-12-10,FR,213.95,2023-03-21 18:20:40.447 +0300
2022-12-10,AT,34.20,2022-12-21 18:11:57.981 +0300
2022-12-10,CZ,34.4571428,2022-12-11 20:21:32.000 +0300
2022-12-09,FR,220.64,2023-03-20 18:20:35.566 +0300
2022-12-09,AT,31.12,2022-12-20 18:12:08.398 +0300
2022-12-09,CZ,34.0680952,2022-12-10 20:21:48.000 +0300
2022-12-08,FR,221.34,2023-03-19 18:19:36.942 +0300
2022-12-08,AT,27.02,2022-12-19 18:12:24.075 +0300
2022-12-08,CZ,33.2885714,2022-12-09 20:21:15.000 +0300
2022-12-07,FR,213.71,2023-03-18 18:19:14.347 +0300
2022-12-07,AT,32.32,2022-12-18 18:12:11.923 +0300
2022-12-07,CZ,33.7661904,2022-12-08 20:22:37.000 +0300
2022-12-06,FR,213.53,2023-03-17 18:18:17.885 +0300
2022-12-06,AT,24.82,2022-12-17 18:12:21.169 +0300
2022-12-06,CZ,32.4338095,2022-12-07 20:21:16.000 +0300
2022-12-05,FR,211.61,2023-03-16 18:19:14.500 +0300
2022-12-05,AT,27.23,2022-12-16 18:12:17.425 +0300
2022-12-05,CZ,33.3304762,2022-12-06 20:21:15.000 +0300
2022-12-04,FR,187.83,2023-03-15 18:10:30.266 +0300
2022-12-04,AT,21.32,2022-12-15 18:12:13.888 +0300
2022-12-04,CZ,30.1395238,2022-12-05 20:21:42.000 +0300
2022-12-03,FR,184.95,2023-03-14 18:11:39.895 +0300
2022-12-03,AT,22.36,2022-12-14 18:12:07.924 +0300
2022-12-03,CZ,31.7685714,2022-12-04 20:22:07.000 +0300
2022-12-02,FR,198.51,2023-03-13 18:10:43.828 +0300
2022-12-02,AT,31.79,2022-12-13 18:10:12.632 +0300
2022-12-02,CZ,27.3123810,2022-12-03 20:21:56.000 +0300
2022-12-01,FR,196.23,2023-03-12 18:10:45.248 +0300
2022-12-01,AT,71.42,2022-12-12 18:10:22.447 +0300
2022-12-01,CZ,32.0900000,2022-12-02 20:21:35.000 +0300
2022-11-30,CZ,40.0938096,2023-09-12 02:58:16.000 +0300
2022-11-30,FR,187.58,2023-03-11 18:19:15.555 +0300
2022-11-30,AT,59.10,2022-12-11 18:10:10.001 +0300
2022-11-29,FR,181.43,2023-03-10 18:18:23.032 +0300
2022-11-29,AT,30.03,2022-12-10 18:10:18.715 +0300
2022-11-29,CZ,33.1319047,2022-11-30 20:22:01.000 +0300
2022-11-28,CZ,36.2828571,2023-09-12 02:58:16.000 +0300
2022-11-28,FR,168.28,2023-03-09 18:18:03.565 +0300
2022-11-28,AT,33.59,2022-12-09 18:10:10.778 +0300
2022-11-27,FR,137.47,2023-03-08 18:21:43.192 +0300
2022-11-27,AT,24.96,2022-12-08 18:10:12.594 +0300
2022-11-27,CZ,28.3719048,2022-11-28 20:21:32.000 +0300
2022-11-26,FR,145.19,2023-03-07 18:18:19.617 +0300
2022-11-26,AT,24.05,2022-12-07 18:10:13.146 +0300
2022-11-26,CZ,26.5352381,2022-11-27 20:22:06.000 +0300
2022-11-25,CZ,27.7476191,2023-09-12 02:58:16.000 +0300
2022-11-25,FR,153.42,2023-03-06 18:17:50.428 +0300
2022-11-25,AT,27.97,2022-12-06 18:10:12.211 +0300
2022-11-24,FR,147.92,2023-03-05 18:19:03.488 +0300
2022-11-24,AT,31.44,2022-12-05 18:10:12.009 +0300
2022-11-24,CZ,30.0176190,2022-11-25 20:22:00.000 +0300
2022-11-23,FR,147.64,2023-03-04 18:19:35.279 +0300
2022-11-23,AT,44.38,2022-12-04 18:10:11.721 +0300
2022-11-23,CZ,29.8814286,2022-11-24 20:22:48.000 +0300
2022-11-22,FR,162.00,2023-03-03 18:18:36.080 +0300
2022-11-22,AT,38.19,2022-12-03 18:10:13.570 +0300
2022-11-22,CZ,30.4419047,2022-11-23 20:19:06.000 +0300
2022-11-21,FR,159.10,2023-03-02 18:19:41.388 +0300
2022-11-21,AT,32.74,2022-12-02 18:10:15.010 +0300
2022-11-21,CZ,29.5119048,2022-11-22 20:20:30.000 +0300
2022-11-20,FR,139.09,2023-03-01 18:17:24.704 +0300
2022-11-20,AT,27.83,2022-12-01 18:10:11.004 +0300
2022-11-20,CZ,36.6052381,2022-11-21 20:19:10.000 +0300
2022-11-19,FR,135.93,2023-02-28 18:18:57.734 +0300
2022-11-19,AT,29.37,2022-11-30 18:10:18.257 +0300
2022-11-19,CZ,24.2280952,2022-11-20 20:20:50.000 +0300
2022-11-18,FR,139.05,2023-02-27 18:18:14.587 +0300
2022-11-18,AT,29.16,2022-11-29 18:10:13.593 +0300
2022-11-18,CZ,25.5147619,2022-11-19 20:20:47.000 +0300
2022-11-17,FR,118.27,2023-02-26 18:16:33.107 +0300
2022-11-17,AT,30.71,2022-11-28 18:10:13.073 +0300
2022-11-17,CZ,26.4247619,2022-11-18 20:20:49.000 +0300
2022-11-16,FR,119.85,2023-02-25 18:16:37.908 +0300
2022-11-16,AT,21.65,2022-11-27 18:10:13.269 +0300
2022-11-16,CZ,25.9557142,2022-11-17 20:20:42.000 +0300
2022-11-15,FR,129.00,2023-02-24 18:19:16.557 +0300
2022-11-15,AT,26.35,2022-11-26 18:10:12.599 +0300
2022-11-15,CZ,27.6714285,2022-11-16 20:21:18.000 +0300
2022-11-14,FR,136.07,2023-02-23 18:17:50.077 +0300
2022-11-14,AT,22.65,2022-11-25 18:10:14.296 +0300
2022-11-14,CZ,21.2461905,2022-11-16 10:21:21.000 +0300
2022-11-13,FR,119.60,2023-02-22 18:17:08.639 +0300
2022-11-13,AT,25.80,2022-11-24 18:12:19.126 +0300
2022-11-13,CZ,26.7600000,2022-11-14 20:20:53.000 +0300
2022-11-12,FR,118.58,2023-02-21 18:17:25.622 +0300
2022-11-12,AT,21.60,2022-11-23 18:12:19.577 +0300
2022-11-12,CZ,18.7833333,2022-11-13 20:20:45.000 +0300
2022-11-11,FR,121.34,2023-02-20 18:28:50.609 +0300
2022-11-11,AT,30.88,2022-11-22 18:12:16.437 +0300
2022-11-11,CZ,21.5957143,2022-11-12 20:20:52.000 +0300
2022-11-10,FR,129.91,2023-02-19 18:10:37.073 +0300
2022-11-10,AT,24.30,2022-11-21 18:12:26.780 +0300
2022-11-10,CZ,23.4923809,2022-11-11 20:21:00.000 +0300
2022-11-09,FR,123.55,2023-02-18 18:10:51.688 +0300
2022-11-09,AT,26.82,2022-11-20 18:10:10.862 +0300
2022-11-09,CZ,23.3233333,2022-11-10 20:21:08.000 +0300
2022-11-08,FR,110.56,2023-02-17 18:10:35.452 +0300
2022-11-08,AT,29.54,2022-11-19 18:10:12.767 +0300
2022-11-08,CZ,20.3347619,2022-11-10 08:22:20.000 +0300
2022-11-07,FR,118.27,2023-02-16 18:10:35.179 +0300
2022-11-07,AT,21.75,2022-11-18 18:10:10.680 +0300
2022-11-07,CZ,19.2652381,2022-11-08 20:21:04.000 +0300
2022-11-06,FR,107.80,2023-02-15 18:10:30.593 +0300
2022-11-06,AT,20.86,2022-11-17 18:10:11.338 +0300
2022-11-06,CZ,17.3500000,2022-11-07 20:21:19.000 +0300
2022-11-05,FR,115.51,2023-02-14 18:11:21.968 +0300
2022-11-05,AT,21.04,2022-11-16 18:10:11.318 +0300
2022-11-05,CZ,26.0109524,2022-11-06 20:21:05.000 +0300
2022-11-04,FR,123.74,2023-02-13 18:10:27.030 +0300
2022-11-04,AT,25.95,2022-11-15 18:10:10.180 +0300
2022-11-04,CZ,19.5976191,2022-11-05 20:21:29.000 +0300
2022-11-03,FR,108.97,2023-02-12 18:10:28.134 +0300
2022-11-03,AT,24.12,2022-11-14 18:10:14.191 +0300
2022-11-03,CZ,19.8152381,2022-11-04 20:21:41.000 +0300
2022-11-02,FR,101.66,2023-02-11 18:16:53.292 +0300
2022-11-02,AT,25.39,2022-11-13 18:10:09.746 +0300
2022-11-02,CZ,12.7971429,2022-11-03 20:22:20.000 +0300
2022-11-01,FR,79.19,2023-02-10 18:24:35.842 +0300
2022-11-01,AT,20.21,2022-11-12 18:10:12.228 +0300
2022-11-01,CZ,13.5185715,2022-11-02 22:21:54.000 +0300
2022-10-31,FR,79.99,2023-02-09 18:10:30.364 +0300
2022-10-31,AT,14.36,2022-11-11 18:10:10.709 +0300
2022-10-31,CZ,14.5890476,2022-11-01 20:21:32.000 +0300
2022-10-30,FR,73.10,2023-02-08 18:17:33.182 +0300
2022-10-30,AT,7.72,2022-11-10 18:10:12.709 +0300
2022-10-30,CZ,8.5433333,2022-10-31 22:22:12.000 +0300
2022-10-29,FR,74.45,2023-02-07 18:17:23.468 +0300
2022-10-29,AT,11.43,2022-11-09 18:10:13.023 +0300
2022-10-29,CZ,11.1828571,2022-10-30 22:20:54.000 +0300
2022-10-28,FR,79.74,2023-02-06 18:16:33.036 +0300
2022-10-28,AT,7.39,2022-11-08 18:10:12.578 +0300
2022-10-28,CZ,13.1009524,2022-10-30 10:20:51.000 +0300
2022-10-27,FR,82.85,2023-02-05 18:17:12.638 +0300
2022-10-27,AT,5.91,2022-11-07 18:10:11.885 +0300
2022-10-27,CZ,16.3742857,2022-10-28 20:18:44.000 +0300
2022-10-26,FR,81.93,2023-02-04 18:10:44.261 +0300
2022-10-26,AT,5.55,2022-11-06 18:10:12.649 +0300
2022-10-26,CZ,12.9904762,2022-10-27 20:18:45.000 +0300
2022-10-25,FR,87.98,2023-02-03 18:10:36.818 +0300
2022-10-25,AT,8.48,2022-11-05 18:10:12.861 +0300
2022-10-25,CZ,11.0947619,2022-10-27 08:19:18.000 +0300
2022-10-24,FR,81.50,2023-02-02 18:10:39.204 +0300
2022-10-24,AT,8.23,2022-11-04 18:10:12.336 +0300
2022-10-24,CZ,8.2680952,2022-10-26 12:55:01.000 +0300
2022-10-23,FR,67.24,2023-02-01 18:10:26.972 +0300
2022-10-23,AT,1.50,2022-11-03 18:10:12.556 +0300
2022-10-23,CZ,15.5714286,2022-10-24 20:25:48.000 +0300
2022-10-22,FR,73.82,2023-01-31 18:10:32.353 +0300
2022-10-22,AT,11.08,2022-11-02 18:10:13.798 +0300
2022-10-22,CZ,13.5214286,2022-10-23 20:26:47.000 +0300
2022-10-21,FR,85.72,2023-01-30 18:10:56.742 +0300
2022-10-21,AT,17.13,2022-11-01 18:10:11.033 +0300
2022-10-21,CZ,15.1761904,2022-10-22 20:26:30.000 +0300
2022-10-20,FR,88.44,2023-01-29 18:10:21.547 +0300
2022-10-20,AT,13.84,2022-10-31 18:10:12.886 +0300
2022-10-20,CZ,12.5690476,2022-10-21 20:24:14.000 +0300
2022-10-19,FR,89.63,2023-01-28 18:10:17.217 +0300
2022-10-19,AT,11.50,2022-10-30 18:10:11.703 +0300
2022-10-19,CZ,21.0023809,2022-10-21 06:47:26.000 +0300
2022-10-18,FR,82.80,2023-01-27 18:10:17.808 +0300
2022-10-18,AT,11.72,2022-10-29 18:12:00.690 +0300
2022-10-18,CZ,16.6742858,2022-10-19 20:28:43.000 +0300
2022-10-17,FR,84.53,2023-01-26 18:10:17.692 +0300
2022-10-17,AT,10.85,2022-10-28 18:12:14.414 +0300
2022-10-17,CZ,12.9366666,2022-10-19 11:11:58.000 +0300
2022-10-16,FR,68.04,2023-01-25 18:10:29.717 +0300
2022-10-16,AT,6.76,2022-10-27 18:11:59.660 +0300
2022-10-16,CZ,16.1466666,2022-10-17 21:05:38.000 +0300
2022-10-15,FR,73.25,2023-01-23 18:10:36.233 +0300
2022-10-15,AT,7.33,2022-10-26 18:10:12.592 +0300
2022-10-15,CZ,14.6495238,2022-10-17 08:30:51.000 +0300
2022-10-14,FR,90.31,2023-01-23 18:10:36.233 +0300
2022-10-14,AT,9.10,2022-10-25 18:10:21.617 +0300
2022-10-14,CZ,15.9595239,2022-10-17 07:18:27.000 +0300
2022-10-13,FR,97.17,2023-01-22 18:10:33.015 +0300
2022-10-13,AT,10.28,2022-10-24 18:10:25.175 +0300
2022-10-13,CZ,16.5395239,2022-10-17 07:18:27.000 +0300
2022-10-12,FR,94.92,2023-01-21 18:15:51.704 +0300
2022-10-12,AT,13.75,2022-10-23 18:10:12.838 +0300
2022-10-12,CZ,22.2980952,2022-10-13 20:24:36.000 +0300
2022-10-11,FR,92.31,2023-01-20 18:14:29.853 +0300
2022-10-11,AT,12.07,2022-10-22 18:10:32.643 +0300
2022-10-11,CZ,17.5619048,2022-10-12 20:24:37.000 +0300
2022-10-10,FR,87.90,2023-01-19 18:22:17.865 +0300
2022-10-10,AT,9.22,2022-10-21 18:10:15.311 +0300
2022-10-10,CZ,17.2371428,2022-10-12 07:56:47.000 +0300
2022-10-09,FR,71.51,2023-01-18 18:17:43.280 +0300
2022-10-09,AT,9.22,2022-10-20 18:10:29.870 +0300
2022-10-09,CZ,12.6728571,2022-10-10 20:23:34.000 +0300
2022-10-08,FR,76.34,2023-01-17 18:17:04.244 +0300
2022-10-08,AT,7.73,2022-10-19 18:10:21.848 +0300
2022-10-08,CZ,13.2528571,2022-10-09 22:25:08.000 +0300
2022-10-07,FR,86.12,2023-01-16 18:15:01.455 +0300
2022-10-07,AT,8.46,2022-10-18 18:10:27.203 +0300
2022-10-07,CZ,16.7804762,2022-10-08 22:30:11.000 +0300
2022-10-06,FR,85.73,2023-01-15 18:17:21.732 +0300
2022-10-06,AT,11.71,2022-10-17 18:10:28.060 +0300
2022-10-06,CZ,14.0433333,2022-10-07 22:28:43.000 +0300
2022-10-05,FR,81.40,2023-01-14 18:17:32.686 +0300
2022-10-05,AT,10.30,2022-10-16 18:10:13.131 +0300
2022-10-05,CZ,16.5871428,2022-10-06 22:30:55.000 +0300
2022-10-04,FR,90.15,2023-01-13 18:17:11.686 +0300
2022-10-04,AT,15.02,2022-10-15 18:10:31.330 +0300
2022-10-04,CZ,13.5780952,2022-10-05 22:26:56.000 +0300
2022-10-03,FR,90.53,2023-01-12 18:10:45.707 +0300
2022-10-03,AT,11.59,2022-10-14 18:10:43.887 +0300
2022-10-03,CZ,16.2300000,2022-10-04 22:24:37.000 +0300
2022-10-02,FR,67.25,2023-01-11 18:10:23.310 +0300
2022-10-02,AT,11.19,2022-10-13 18:10:26.853 +0300
2022-10-02,CZ,17.1466667,2022-10-03 22:25:59.000 +0300
2022-10-01,FR,66.79,2023-01-10 18:10:33.064 +0300
2022-10-01,AT,13.10,2022-10-12 18:10:32.933 +0300
2022-10-01,CZ,13.1790476,2022-10-02 22:24:02.000 +0300
2022-09-30,FR,88.31,2023-01-09 18:11:23.499 +0300
2022-09-30,AT,9.90,2022-10-11 18:10:27.551 +0300
2022-09-30,CZ,17.1266667,2022-10-01 22:25:47.000 +0300
2022-09-29,FR,95.42,2023-01-08 18:16:32.349 +0300
2022-09-29,AT,12.63,2022-10-10 18:10:15.454 +0300
2022-09-29,CZ,19.3804762,2022-09-30 22:24:46.000 +0300
2022-09-28,FR,92.55,2023-01-07 18:18:23.419 +0300
2022-09-28,AT,12.63,2022-10-09 18:10:23.262 +0300
2022-09-28,CZ,16.7490476,2022-09-29 22:28:22.000 +0300
2022-09-27,FR,89.27,2023-01-06 18:19:13.520 +0300
2022-09-27,AT,18.66,2022-10-08 18:10:29.114 +0300
2022-09-27,CZ,17.6780952,2022-09-28 22:25:45.000 +0300
2022-09-26,FR,84.08,2023-01-05 18:17:25.461 +0300
2022-09-26,AT,13.61,2022-10-07 18:10:33.773 +0300
2022-09-26,CZ,15.2357143,2022-09-27 22:28:50.000 +0300
2022-09-25,FR,66.62,2023-01-04 18:19:21.435 +0300
2022-09-25,AT,12.51,2022-10-06 14:19:02.069 +0300
2022-09-25,CZ,11.2776191,2022-09-26 22:25:42.000 +0300
2022-09-24,FR,67.61,2023-01-03 18:11:01.615 +0300
2022-09-24,AT,14.61,2022-10-06 14:19:02.069 +0300
2022-09-24,CZ,13.727619,2022-09-25 22:28:57.000 +0300
2022-09-23,FR,78.10,2023-01-02 18:10:44.901 +0300
2022-09-23,AT,15.69,2022-10-06 14:19:02.069 +0300
2022-09-23,CZ,18.0600000,2022-09-29 08:29:09.000 +0300
2022-09-22,FR,82.61,2023-01-01 18:10:25.098 +0300
2022-09-22,AT,13.42,2022-10-06 14:19:02.069 +0300
2022-09-22,CZ,18.8271429,2022-09-29 08:29:09.000 +0300
2022-09-21,FR,80.80,2022-12-31 18:10:28.368 +0300
2022-09-21,AT,9.32,2022-10-06 14:19:02.069 +0300
2022-09-21,CZ,16.1880952,2022-09-29 08:29:09.000 +0300
2022-09-20,FR,78.51,2022-12-30 18:16:30.413 +0300
2022-09-20,AT,9.85,2022-10-06 14:19:02.069 +0300
2022-09-20,CZ,15.5752381,2022-09-29 08:29:09.000 +0300
2022-09-19,FR,74.16,2022-12-29 18:17:28.891 +0300
2022-09-19,AT,12.20,2022-10-06 14:19:02.069 +0300
2022-09-19,CZ,15.3261905,2022-09-29 08:29:09.000 +0300
2022-09-18,FR,54.33,2022-12-28 18:16:09.465 +0300
2022-09-18,AT,5.13,2022-10-06 14:19:02.069 +0300
2022-09-18,CZ,12.3623810,2022-09-19 22:28:10.000 +0300
2022-09-17,FR,56.74,2022-12-27 18:21:01.275 +0300
2022-09-17,AT,6.22,2022-10-06 14:19:02.069 +0300
2022-09-17,CZ,9.4319048,2022-09-18 22:25:20.000 +0300
2022-09-16,FR,65.90,2022-12-26 18:10:24.155 +0300
2022-09-16,AT,6.45,2022-10-06 14:19:02.069 +0300
2022-09-16,CZ,7.6214286,2022-09-29 08:29:09.000 +0300
2022-09-15,FR,69.65,2022-12-25 18:10:27.833 +0300
2022-09-15,AT,6.56,2022-10-06 14:19:02.069 +0300
2022-09-15,CZ,10.0090476,2022-09-29 08:29:09.000 +0300
2022-09-14,FR,68.17,2022-12-24 18:10:26.359 +0300
2022-09-14,AT,2.98,2022-10-06 14:19:02.069 +0300
2022-09-14,CZ,10.9595238,2022-09-16 09:30:43.000 +0300
2022-09-13,FR,66.57,2022-12-23 18:10:35.336 +0300
2022-09-13,AT,5.71,2022-10-06 14:19:02.069 +0300
2022-09-13,CZ,11.0619048,2022-09-29 08:29:09.000 +0300
2022-09-12,FR,66.43,2022-12-22 18:10:27.729 +0300
2022-09-12,AT,9.31,2022-10-06 14:19:02.069 +0300
2022-09-12,CZ,11.4719048,2022-09-29 08:29:09.000 +0300
2022-09-11,FR,56.29,2022-12-21 18:18:12.424 +0300
2022-09-11,AT,8.95,2022-10-06 14:19:02.069 +0300
2022-09-11,CZ,11.6219047,2022-09-29 08:29:09.000 +0300
2022-09-10,FR,56.65,2022-12-20 18:18:26.326 +0300
2022-09-10,AT,10.23,2022-10-06 14:19:02.069 +0300
2022-09-10,CZ,9.9828571,2022-09-11 20:27:50.000 +0300
2022-09-09,FR,67.69,2022-12-19 18:21:15.804 +0300
2022-09-09,AT,9.24,2022-10-06 14:19:02.069 +0300
2022-09-09,CZ,8.2142857,2022-09-10 20:27:56.000 +0300
2022-09-08,FR,69.55,2022-12-18 18:17:21.878 +0300
2022-09-08,AT,8.24,2022-10-06 14:19:02.069 +0300
2022-09-08,CZ,12.3666667,2022-09-29 08:29:09.000 +0300
2022-09-07,FR,72.48,2022-12-17 18:15:47.728 +0300
2022-09-07,AT,5.34,2022-10-06 14:19:02.069 +0300
2022-09-07,CZ,10.6195238,2022-09-08 20:25:01.000 +0300
2022-09-06,FR,71.34,2022-12-16 18:16:50.151 +0300
2022-09-06,AT,8.02,2022-10-06 14:19:02.069 +0300
2022-09-06,CZ,9.0038095,2022-09-29 08:29:09.000 +0300
2022-09-05,FR,68.39,2022-12-15 18:16:16.417 +0300
2022-09-05,AT,9.55,2022-10-06 14:19:02.069 +0300
2022-09-05,CZ,9.0666667,2022-09-06 20:27:36.000 +0300
2022-09-04,FR,56.04,2022-12-14 18:18:27.209 +0300
2022-09-04,AT,6.48,2022-10-06 14:19:02.069 +0300
2022-09-04,CZ,11.9566666,2022-09-29 08:29:09.000 +0300
2022-09-03,FR,58.39,2022-12-13 18:10:22.787 +0300
2022-09-03,AT,3.77,2022-10-06 14:19:02.069 +0300
2022-09-03,CZ,10.5428571,2022-09-04 20:25:32.000 +0300
